Catego	ry	",name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity"
Person	al	"Care,Colgate Max Fresh Plax Mouthwash - Fresh Mint,15000,20,5,12000,250,0,250"
Person	al	"Care,Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,9900,0,6,9900,232,0,4"
Person	al	"Care,Godrej Protekt,9900,0,3,9900,750,0,750"
Person	al	"Care,Colgate Total Charcoal Anticavity Toothpaste,11000,10,3,9900,120,0,120"
Person	al	"Care,Colgate Kids 0-2 Extra Soft Tooth Brush,3000,16,6,2500,58,0,1"
Person	al	"Care,Gillete Mach3 ,26000,10,6,23400,116,0,2"
Person	al	"Care,Maybelline New York Colossal Kajal Black,14900,0,2,14900,0,0,0"
Person	al	"Care,Godrej Cinthol Lime Talc,5500,0,3,5500,100,0,100"
Person	al	"Care,Hamam Soap Bar Neem Tulsi and Aloe Vera,5800,0,6,5800,150,0,150"
Person	al	"Care,""Godrej Expert Rich Crème, Burgundy"",3300,0,6,3300,20,0,20"
Person	al	"Care,Colgate Gentle Sensitive+ Toothbrush Pack Of 4,12000,10,4,10800,232,0,4"
Person	al	"Care,Nivea Creme All Season Multi-Purpose Cream ,17500,10,4,15700,100,0,100"
Person	al	"Care,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Medium,9900,0,1,9900,232,0,4"
Person	al	"Care,Mamaearth 100% Natural Berry Blast Kids Toothpaste,14900,10,4,13400,50,0,50"
Person	al	"Care,HImalaya Gentle Baby Wipes,20000,10,3,18000,72,0,72"
Person	al	"Care,Stayfree Dry Max All Night XL Dry Cover Sanitary Pads,34000,12,6,29800,28,0,28"
Person	al	"Care,""L'Oreal Paris Excellence Creme Hair Color, 1 Black"",62000,0,1,62000,172,0,172"
Person	al	"Care,Fem Fairness Naturals Saffron Skin Bleach,8500,15,4,7200,64,0,64"
Person	al	"Care,Engage Woman Blush Body Deo Spray,19500,10,5,17400,150,0,150"
Person	al	"Care,Dove Pink Rosa Beauty Bathinhg Bar,6000,0,6,6000,100,0,100"
Person	al	"Care,Sebamed Cleansing Bar,9900,10,4,8900,100,0,100"
Person	al	"Care,Pampers Premium Care Pants - Large,109900,18,2,89900,44,0,44"
Person	al	"Care,Nivea Women Deodorant Fresh Natural Long Lasting Freshness & 48h Protection,19900,20,2,15900,150,0,150"
Person	al	"Care,""L'Oreal Paris Excellence Creme Hair Color, 3 Dark Brown/Natural Darkest Brown"",62000,0,6,62000,172,0,172"
Person	al	"Care,Patanjali Kesh Kanti Natural Hair Cleanser,7500,9,4,6800,200,0,200"
Person	al	"Care,Godrej No.1 Bathing Soap – Lime & Aloe Vera,14900,0,6,14900,600,0,600"
Person	al	"Care,Pantene Advanced Control Hair Fall Solution Shampoo,12000,6,5,11200,180,0,180"
Person	al	"Care,Veet Full Body Waxing Kit For Dry Skin,23500,7,6,21800,1160,0,20"
Person	al	"Care,Johnson's Baby Skincare Wipes,24500,9,6,22100,72,0,72"
Person	al	"Care,Gillette Lemon Lime Shaving Foam,19900,11,4,17700,196,0,196"
Person	al	"Care,Old Spice After Shave Lotion Musk,21500,6,3,20000,100,0,100"
Person	al	"Care,Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,31500,0,4,31500,30,0,30"
Person	al	"Care,Himalaya Baby Powder,8000,8,4,7300,100,0,100"
Person	al	"Care,Fiama Men's Refreshing Pulse Shower Gel,22500,20,4,18000,250,0,250"
Person	al	"Care,Whisper Ultra Clean XL Plus Sanitary Pad,17500,0,5,17500,870,0,15"
Person	al	"Care,Johnson's Baby Powder,14300,0,6,14300,200,0,200"
Person	al	"Care,Dove Cream Beauty Bathing Bar,23500,9,6,21200,125,0,125"
Person	al	"Care,Patanjali Kesh Kanti Shikakai Hair Cleanser,9500,0,4,9500,200,0,200"
Person	al	"Care,L'Oreal Paris Color Protect Conditioner,19900,0,3,19900,192,0,192"
Person	al	"Care,Nivea Men Active Clean with Active Charcoal Shower Gel for Body Face & Hair,19900,4,5,19100,250,0,250"
Person	al	"Care,L'Oreal 6 Oil Nourish Conditioner,13500,0,1,13500,192,0,192"
Person	al	"Care,Godrej Easy Natural Black Hair Colour,2500,0,5,2500,20,0,20"
Person	al	"Care,Dabur Gulabari Rose Water Daily Glow,8000,6,2,7500,250,0,250"
Person	al	"Care,Himalaya Purifying Neem Face Wash,17000,10,6,15300,150,0,150"
Person	al	"Care,Fem Fairness Naturals Gold Skin Bleach,6500,9,3,5900,24,0,24"
Person	al	"Care,Whisper Choice Ultra XL Sanitary Pad,13300,2,5,13000,1160,0,20"
Person	al	"Care,Dove Dandruff Care Shampoo,15800,6,5,14700,180,0,180"
Person	al	"Care,Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,28500,0,5,28500,340,0,240"
Person	al	"Care,L'Oreal Casting Creme Ebony Black Hair Color,55000,0,6,55000,159,0,87"
Person	al	"Care,Mamaearth Onion Hair Oil,39900,10,6,35900,150,0,150"
Person	al	"Care,L'Oreal Paris Casting Creme Gloss Hair Color (Dark Brown 400),55000,0,4,55000,159,0,159"
Person	al	"Care,Palmolive Naturals Sea Minerals Liquid Hand Wash,9900,10,6,8900,250,0,250"
Person	al	"Care,Oral-B Extra Soft Bristles Sensitive ,9800,0,4,9800,232,0,4"
Person	al	"Care,Engage M3 Perfume Spray for Men,20000,10,3,18000,120,0,120"
Person	al	"Care,Mamaearth Deeply Nourishing wash for Babies,19900,0,4,19900,200,0,200"
Person	al	"Care,Dettol Original Soap (B4G1),26000,5,6,24700,625,0,625"
Person	al	"Care,Woodward's Gripe Water,7500,0,6,7500,200,0,200"
Person	al	"Care,""MamyPoko Pants Extra Absorb Diapers, New Born"",29900,6,5,27900,28,0,28"
Person	al	"Care,Johnson's Baby Soap,7000,0,6,7000,100,0,100"
Person	al	"Care,Engage M4 Perfume Spray For Men,20000,10,6,18000,120,0,120"
Person	al	"Care,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Gold,6500,10,4,5800,40,0,40"
Person	al	"Care,Dove Hair Fall Rescue Conditioner,19000,0,4,19000,175,0,175"
Person	al	"Care,Himalaya Anti Hair Fall Shampoo,13000,12,2,11400,200,0,200"
Person	al	"Care,Fiama Peach & Avocado Gel Bar,17600,10,3,15800,375,0,375"
Person	al	"Care,Pears Pure & Gentle Value Pack Of 4 Bathing Soap ,12500,0,6,12500,75,0,75"
Person	al	"Care,Fiama Fresh Hand Wash,15000,6,3,14000,400,0,400"
Person	al	"Care,Palmolive Black Orchid And Milk Liquid Hand Wash,9900,10,6,8900,250,0,250"
Person	al	"Care,Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free),16000,0,5,16000,232,0,4"
Person	al	"Care,Gillette Mach 3 Turbo Razor,34900,6,5,32500,58,0,1"
Person	al	"Care,Himalaya Baby Lotion,16500,12,3,14500,200,0,200"
Person	al	"Care,Head & Shoulders 2-in-1 Cool Menthol Anti Dandruff Shampoo + Conditioner,37500,0,1,37500,340,0,180"
Person	al	"Care,Sunsilk Lusciously Thick & Long Shampoo,24900,6,6,23400,340,0,340"
Person	al	"Care,Fiama Di Wills Men's Refreshing Pulse Shower Gel,22500,4,3,21400,250,0,250"
Person	al	"Care,Sebamed Anti - Dandruff Shampoo,60000,10,2,54000,200,0,200"
Person	al	"Care,Listerine Cool Mint Mouthwash - Mild Taste,15000,10,6,13500,250,0,250"
Person	al	"Care,""L'Oreal Paris Excellence Creme Hair Color, 4.25 Aishwarya's Brown"",62000,0,6,62000,172,0,172"
Person	al	"Care,Himalaya Gentle Baby Bath,16500,9,6,15000,200,0,200"
Person	al	"Care,""L'Oreal Paris Casting Creme Gloss Hair Color, Medium Brown 500"",55000,0,4,55000,160,0,159"
Person	al	"Care,L'Oreal Paris Color Protect Shampoo,28200,0,3,28200,360,0,360"
Person	al	"Care,Fiama Di Wills Lemongrass & Jojoba Gel Bar,17600,10,6,15800,375,0,375"
Person	al	"Care,Colgate Plax Peppermint Mouthwash,15000,20,5,12000,250,0,250"
Person	al	"Care,Dove Daily Shine Conditioner,9000,10,1,8100,80,0,80"
Person	al	"Care,Patanjali Kesh Kanti Anti Dandruff Hair Cleanser,11000,0,6,11000,200,0,200"
Person	al	"Care,Old Spice Original After Shave Lotion,25000,0,1,25000,150,0,150"
Person	al	"Care,Dove Hair Fall Rescue Shampoo,13700,10,4,12300,180,0,180"
Person	al	"Care,Dettol Clinical Strength Hand Sanitizer Liquid,25000,10,6,22500,500,0,500"
Person	al	"Care,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,39900,20,3,31900,300,0,300"
Person	al	"Care,Comfy Baby Pants XL 12-17 kg,42900,15,1,36400,24,0,24"
Person	al	"Care,Dettol Liquid Handwash With Free Liquid,9900,0,6,9900,200,0,200"
Person	al	"Care,Nivea Body Milk Lotion for Very Dry Skin,39900,20,6,31900,400,0,400"
Person	al	"Care,Lakme Sun Expert,22500,0,6,22500,60,0,60"
Person	al	"Care,Head & shoulders Anti Dandruff Shampoo Cool Menthol,17000,0,6,17000,180,0,180"
Person	al	"Care,Godrej Nupur Henna,7500,0,5,7500,150,0,120"
Person	al	"Care,Johnson's Baby Lotion,10000,0,4,10000,100,0,100"
Person	al	"Care,Himalaya Anti Dandruff Shampoo,14000,10,1,12600,200,0,200"
Person	al	"Care,Maybelline New York Colossal Kajal Super Black,30000,8,3,27500,0,0,0"
Person	al	"Care,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,9000,10,6,8100,406,0,7"
Person	al	"Care,Dove Daily Shine Shampoo,64500,5,3,61200,650,0,650"
Person	al	"Care,Godrej Easy 5 Minute Natural Brown 4 Hair Colour,2900,0,5,2900,20,0,20"
Person	al	"Care,Colgate Sensitive Plus Enamel Toothpaste Tube,14000,0,6,14000,160,0,160"
Person	al	"Care,Colgate Max Fresh Peppermint Toothpaste ,18200,15,6,15400,300,0,300"
Person	al	"Care,Pond's Light Moisturiser,30900,10,6,27800,250,0,250"
Person	al	"Care,Engage Mate For Man Deo Spray,19500,10,5,17400,150,0,150"
Person	al	"Care,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,12000,0,5,12000,180,0,180"
Person	al	"Care,Whisper Choice Regular Wing Sanitary Pad,3000,0,2,3000,406,0,7"
Person	al	"Care,Colgate Slim Soft Charcoal Toothbrush,15000,18,4,12300,232,0,4"
Person	al	"Care,Fiama Scents Juniper & Geranium Body Wash,19900,6,5,18600,250,0,250"
Person	al	"Care,Mamaearth Ubtan Body Lotion,39900,15,4,33900,400,0,400"
Person	al	"Care,Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Floral Delight,5500,0,6,5500,10,0,10"
Person	al	"Care,Himalaya Anti-Hair Fall Shampoo,23000,18,1,18800,400,0,400"
Person	al	"Care,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,31000,15,6,26300,200,0,200"
Person	al	"Care,Engage M2 Perfume Spray For Men,20000,10,6,18000,120,0,120"
Person	al	"Care,Listerine Cool Mint Mouthwash - Mild Taste,15000,10,6,13500,250,0,250"
Person	al	"Care,Mamaearth Ubtan Face Scrub Turmeric & Walnut,34900,10,1,31400,100,0,100"
Person	al	"Care,Himalaya Purifying Neem Face Wash Tube,27000,15,6,22900,300,0,300"
Person	al	"Care,Johnson's Baby Top To Toe Bath Body Wash,16500,0,4,16500,210,0,210"
Person	al	"Care,Gillette Mach 3 Start,24900,0,6,24900,116,0,2"
Person	al	"Care,Scalpe Pro Anti dandruff Shampoo 100ml,18500,0,2,18500,100,0,100"
Person	al	"Care,Johnson's Baby Cream,15000,0,6,15000,100,0,100"
Person	al	"Care,Johnson's Baby Soap,10500,0,6,10500,150,0,150"
Person	al	"Care,Himalaya Gentle Baby Shampoo,32000,17,6,26500,400,0,400"
Person	al	"Care,L'Oreal Paris Shine Masque Royal Jelly Hair Colour,55000,0,3,55000,88,0,87"
Person	al	"Care,Engage Rush Deodorant For Men,19000,11,6,16900,150,0,150"
Person	al	"Care,Clean & Clear Foaming Face Wash,14000,10,4,12600,100,0,100"
Person	al	"Care,Dettol Lather Shaving Cream,7500,5,6,7100,78,0,78"
Person	al	"Care,Gillette Classic Regular Pre Shave Foam,19900,0,4,19900,196,0,196"
Person	al	"Care,Dove Daily Shine Conditioner,19000,0,6,19000,175,0,180"
Person	al	"Care,Johnson's Baby Shampoo,18000,0,6,18000,200,0,200"
Person	al	"Care,Park Avenue Beer Shampoo ,15500,9,4,14000,180,0,180"
Person	al	"Care,Pantene Advanced Hair Fall Solution Silky Smooth Care Shampoo,12000,6,6,11200,180,0,180"
Person	al	"Care,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Rose,6500,10,6,5800,40,0,40"
Person	al	"Care,Sunsilk Stunning Black Shine Shampoo,55500,6,6,52100,650,0,650"
Person	al	"Care,Dabur Meswak Toothpaste,10000,0,1,10000,200,0,200"
Person	al	"Care,Patanjali Kesh Kanti Reetha Hair Cleanser,8500,0,5,8500,200,0,200"
Person	al	"Care,Nivea Lip Balm Soft Rose for 24h Moisture with Natural Oils Delicate Rose Shine,18500,8,6,16900,5,0,4"
Person	al	"Care,Santoor Total Skin Care Soap With Sandal & Turmeric,18000,0,6,18000,600,0,600"
Person	al	"Care,""L'Oreal Paris Excellence Creme Hair Color, 4 Natural Brown/Natural Dark Brown"",62000,0,1,62000,172,0,172"
Person	al	"Care,Gillette Pre Shave Foam - Classic Regular Skin,22500,0,6,22500,418,0,418"
Person	al	"Care,Fiama Di Wills Shower Gel Patchouli & Macadamia,19900,10,6,17900,250,0,250"
Person	al	"Care,Listerine Fresh Burst Mouthwash,14000,10,4,12600,250,0,250"
Person	al	"Care,Nivea Cocoa Nourish Body Lotion With Coconut Oil & Cocoa Butter For Very Dry Skin ,29900,17,5,24700,200,0,200"
Person	al	"Care,Pantene Hair Fall Control Shampoo,24000,7,2,22100,340,0,340"
Person	al	"Care,Fogg Master - Royal Intense,25000,0,5,25000,120,0,120"
Person	al	"Care,TRESemme Smooth And Shine Conditioner,22000,0,5,22000,190,0,190"
Person	al	"Care,Whisper Ultra Clean XL Plus Sanitary Pad,15500,0,6,15500,870,0,15"
Person	al	"Care,""Colgate Kids Toothpaste - 6+ Years, Strawberry Flavour"",9300,5,6,8800,80,0,80"
Person	al	"Care,Nivea Soft Moisturizing Cream,31000,12,1,27200,200,0,200"
Person	al	"Care,Patanjali Kesh Kanti Aloe Vera Hair Cleanser,8500,0,5,8500,200,0,200"
Person	al	"Care,Neutrogena Deep Clean Foaming Cleanser,13000,11,2,11500,50,0,50"
Person	al	"Care,Clean & Clear Morning Energy Berry Face Wash,15500,6,6,14500,100,0,100"
Person	al	"Care,Pampers Premium Care New Baby Pants,32000,0,4,32000,24,0,24"
Person	al	"Care,Vaseline Intensive Care Aloe Fresh,22500,9,6,20300,200,0,200"
Person	al	"Care,L'Oreal Paris Dream Lengths Shampoo,14900,0,6,14900,192,0,192"
Person	al	"Care,Johnson's Baby Oil,11500,0,4,11500,100,0,100"
Person	al	"Care,Engage Man Rush Deodorant,19500,9,6,17600,150,0,150"
Person	al	"Care,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,26400,0,6,26400,340,0,340"
Person	al	"Care,Whisper Daily Liners Clean and Fresh,10500,0,4,10500,1160,0,20"
Person	al	"Care,Himalaya Men Pimple Clear Neem Face Wash,18000,9,2,16300,100,0,100"
Person	al	"Care,Pantene Adv Hairfall Solution Conditioner Silky Smooth,19000,0,5,19000,200,0,200"
Person	al	"Care,Himalaya Prickly Heat Baby Powder,9000,10,6,8100,100,0,100"
Person	al	"Care,Mamaearth Daily Moisturizing Lotion For Babies,19900,0,6,19900,200,0,200"
Person	al	"Care,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,17500,0,3,17500,812,0,14"
Person	al	"Care,Pampers Premium Care Pants - Medium,109900,18,6,89900,54,0,54"
Person	al	"Care,Fiama Men's Refreshing Pulse Shower Gel,19900,10,6,17900,250,0,250"
Person	al	"Care,Vaseline Original Skin Protecting Jelly,12500,10,6,11200,100,0,100"
Person	al	"Care,Clean & Clear Foaming Face Wash,18000,10,6,16200,150,0,150"
Person	al	"Care,Fiama Lemongrass and Jojoba Shower Gel,22500,20,6,18000,250,0,250"
Person	al	"Care,Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free),18000,0,1,18000,174,0,3"
Person	al	"Care,Listerine Fresh Burst Mouthwash,28500,7,6,26300,500,0,500"
Person	al	"Care,Veet Full Body Waxing Kit,23500,7,6,21800,1160,0,20"
Person	al	"Care,Listerine Original Mouthwash,5500,9,6,5000,80,0,80"
Person	al	"Care,Santoor Almond Soft With Sandal & Almond Milk,18000,0,2,18000,625,0,625"
Person	al	"Care,Nivea Body Shea Smooth with Shea Butter for Dry Skin,42500,20,5,34000,400,0,9"
Person	al	"Care,Neutrogena Deep Clean Facial Cleanser,13000,0,4,13000,50,0,50"
Person	al	"Care,""L'Oreal Paris Excellence Creme Hair Color, 3.16 Burgundy"",55000,0,3,55000,159,0,172"
Person	al	"Care,Johnson's Baby Powder,23500,0,6,23500,400,0,400"
Person	al	"Care,Bombay Shaving Company Charcoal Face Wash,24900,0,4,24900,100,0,100"
Person	al	"Care,Colgate Kids 2+ Years Extra Soft Toothbrush,2000,0,3,2000,58,0,1"
Person	al	"Care,Veet Hair Removal Cream (Normal Skin),13500,5,6,12800,50,0,50"
Person	al	"Care,Dove Daily Shine Shampoo,24000,0,4,24000,340,0,340"
Person	al	"Care,L'Oreal Anti Hair Fall Conditioner,19900,0,6,19900,192,0,192"
Person	al	"Care,Nivea Body Lotion Aloe Hydration For Normal Skin ,27500,10,6,24700,200,0,200"
Person	al	"Care,Pampers Pants - Large,154900,45,3,84900,82,0,82"
Person	al	"Care,""Engage Urge Deodorant For Men, Citrus And Woody, Skin Friendly"",19500,10,6,17400,150,0,150"
Person	al	"Care,Head & Shoulders 2 In 1 Anti Dandruff Smooth & Silky Shampoo+Conditioner,37500,10,6,33400,340,0,340"
Person	al	"Care,Fem Fairness Natural Gold Skin Bleach,8500,7,4,7900,64,0,64"
Person	al	"Care,Engage Deo Frost,19500,9,6,17600,150,0,150"
Person	al	"Care,Stayfree Secure XL Size Sanitary Napkins,11500,0,5,11500,1160,0,20"
Person	al	"Care,Pampers Pants - Medium,69900,21,1,54900,50,0,50"
Person	al	"Care,Pampers Active Baby Diapers New Born Extra Small ,109900,22,3,84900,72,0,72"
Person	al	"Care,""Nivea Creme, All Season Multi-Purpose Cream"",17500,9,6,15800,100,0,100"
Person	al	"Care,Woodwards Gripe Water ,5000,0,4,5000,130,0,130"
Person	al	"Care,Clean & Clear Morning Energy Aqua Splash Face Wash,14500,9,5,13100,100,0,100"
Person	al	"Care,Sunsilk Lusciously Thick & Long Shampoo,55500,6,6,52100,650,0,650"
Person	al	"Care,Mamaearth Skin Correct Face Serum,59900,15,1,50900,30,0,30"
Person	al	"Care,Chik Hairfall Prevent Egg Shampoo,17800,0,6,17800,340,0,340"
Person	al	"Care,Pantene Silky Smooth Care Shampoo,22500,6,3,21000,340,0,340"
Person	al	"Care,""Garnier Skin Naturals, Micellar Cleansing Water"",19900,5,4,18900,125,0,125"
Person	al	"Care,Set Wet Swag Avatar Deodorant & Body Spray Perfume For Men,19900,0,1,19900,150,0,150"
Person	al	"Care,Pampers All Round Protection Pants - Medium,69900,17,6,57500,50,0,50"
Person	al	"Care,Set Wet Deodrant Charm Avatar,19900,0,1,19900,150,0,150"
Person	al	"Care,Nupur Heena Mehandi,19900,0,6,19900,500,0,500"
Person	al	"Care,Head & Shoulders 2-in-1 Active Protect Shampoo,37500,9,6,33800,340,0,340"
Person	al	"Care,Gillette Mach 3 Turbo Cartridges,64900,10,6,57800,232,0,4"
Person	al	"Care,TRESemme Smooth And Shine Conditioner,21000,13,1,18200,190,0,190"
Person	al	"Care,Bombay Shaving Company Sensitive Cartridges,37500,0,2,37500,116,0,2"
Person	al	"Care,Himalaya Baby Lotion,30000,12,1,26400,400,0,400"
Person	al	"Care,Old Spice Lime Lather Shaving Cream,7500,0,6,7500,70,0,70"
Person	al	"Care,Colgate Sensitive Plus Anticavity Toothpaste ,14000,10,6,12600,70,0,70"
Person	al	"Care,Colgate Toothpaste For Kids Motu Oatlu,9300,0,6,9300,80,0,80"
Person	al	"Care,Pantene Total Damage Care Shampoo,12000,0,6,12000,180,0,180"
Person	al	"Care,Himalaya Moisturising Aloe Vera Facial Wipes,10000,10,6,9000,25,0,25"
Person	al	"Care,Savlon Moisture Shield Hand Wash,6900,0,5,6900,200,0,200"
Person	al	"Care,Pampers Active Baby Diapers New Born Extra Small,36000,10,6,32400,24,0,24"
Person	al	"Care,Himalaya Anti Dandruff Shampoo,26000,18,1,21300,400,0,400"
Person	al	"Care,Himalaya Anti Hair Fall Shampoo,49000,25,4,36700,700,0,700"
Person	al	"Care,Johnson's Baby Oil,20000,0,6,20000,200,0,200"
Person	al	"Care,Vaseline Intensive Care Deep Moisture Body Lotion,32500,0,4,32500,400,0,400"
Person	al	"Care,L'Oreal Paris Dream Lengths Conditioner,19900,0,1,19900,193,0,193"
Person	al	"Care,Nivea Soft Light Moisturizing Cream,18500,15,6,15700,100,0,100"
Person	al	"Care,Whisper Ultra Soft XL+ Sanitary Pads,55500,0,1,55500,60,0,60"
Person	al	"Care,Palmolive Feel The Massage Shower Gel,24900,20,6,19900,250,0,250"
Person	al	"Care,L'Oreal Paris Dream Lengths Conditioner,20900,0,3,20900,193,0,193"
Person	al	"Care,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,28500,6,6,26600,340,0,340"
Person	al	"Care,Mamaearth Moisturizing Baby Bath Soap,24900,0,4,24900,150,0,150"
Person	al	"Care,Listerine Original Mouthwash,15000,10,6,13500,250,0,250"
Person	al	"Care,Himalaya Gentle Baby Shampoo,17000,14,6,14600,200,0,200"
Person	al	"Care,Dove Dryness Care Shampoo,26800,5,1,25200,340,0,340"
Person	al	"Care,Dove Hair Fall Rescue Shampoo,28000,15,6,23600,340,0,340"
Person	al	"Care,Head & Shoulders Anti Dandruff Shampoo Cool Menthol,29500,9,6,26600,340,0,340"
Person	al	"Care,Bombay Shaving Company Defender Razor,34500,0,6,34500,58,0,1"
Person	al	"Care,""Head & Shoulders Shampoo + Conditioner - 2-In-1, Cool Menthol"",36500,0,1,36500,340,0,340"
Person	al	"Care,Himalaya Baby Nourishing Massage Oil,20000,20,2,16000,200,0,250"
Person	al	"Care,Himalaya Baby Powder,23500,20,6,18800,400,0,400"
Person	al	"Care,Fogg Paradise Fragrant Body Spray For Women ,25000,0,6,25000,150,0,150"
Person	al	"Care,Revive Revive Liquid,7100,0,6,7100,200,0,200"
Person	al	"Care,Pantene Hairfall Control Conditioner,19000,6,6,17800,200,0,200"
Person	al	"Care,Mamaearth Vitamin C Face Toner,39900,0,1,39900,200,0,200"
Person	al	"Care,Himalaya Diaper Rash Cream,8000,10,2,7200,20,0,20"
Person	al	"Care,Fogg Royal Fragrance Spray,23000,0,4,23000,150,0,120"
Person	al	"Care,Dove Pink Rosa Beauty Bathing Bar,24500,9,6,22100,100,0,100"
Person	al	"Care,Dove Dryness Care Conditioner Frizzy & Dry Hair,9000,6,4,8400,80,0,80"
Person	al	"Care,Dettol Original Liquid Handwash Refill,10900,3,0,10500,750,1,750"
Person	al	"Care,Parachute 100% Pure Coconut Oil,12300,0,0,12300,300,1,300"
Person	al	"Care,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,3000,3,0,2900,406,1,7"
Person	al	"Care,Dabur Gulabari Premium Rose Water,4800,2,0,4700,120,1,120"
Person	al	"Care,Parachute Advansed Gold Coconut Hair Oil,21500,9,0,19400,400,1,400"
Person	al	"Care,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,9000,10,0,8100,150,1,150"
Person	al	"Care,Godrej No.1 Bathing Soap – Lime & Aloe Vera,10000,16,0,8400,500,1,100"
Person	al	"Care,Sensodyne Sensitive Fresh Gel Toothpaste,11500,7,0,10600,75,1,75"
Person	al	"Care,Whisper Bindazzz Nights XL + Sanitary Pad,9000,0,0,9000,406,1,7"
Person	al	"Care,Whisper Choice Sanitary Pad ,3200,9,0,2900,406,1,7"
Person	al	"Care,""Godrej No.1 Bathing Soap, Jasmine"",8400,0,0,8400,400,1,100"
Person	al	"Care,Gillette Venus Close & Clean Razor ,24900,7,0,23000,58,1,1"
Person	al	"Care,Whisper Choice Regular Sanitary Pads,9000,3,0,8700,58,1,20"
Person	al	"Care,Stayfree Secure Dry Cover Extra Large Sanitary Pad,4200,2,0,4100,406,1,7"
Person	al	"Care,Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen,8200,9,0,7400,27,1,27"
Person	al	"Care,Clean & Clear Morning Energy Lemon Face Wash,14500,9,0,13100,100,1,100"
Person	al	"Care,Bajaj Almond Drops Hair Oil,6700,10,0,6000,100,1,100"
Person	al	"Care,Bajaj Almond Drops Hair Oil Bottle,13000,7,0,12000,200,1,200"
Person	al	"Care,Whisper Bindazzz Night Sanitary Pads XL Plus,18500,0,0,18500,870,1,15"
Person	al	"Care,Godrej Cinthol Lime Refreshing Deo Soap,11600,0,0,11600,400,1,400"
Person	al	"Care,""MamyPoko Pants Standard Diapers, Extra Large (12 - 17 kg)"",39900,7,0,36900,26,1,26"
Paan C	or	"ner,Clove Sensitive Toothpaste with Anti-Sensitivity & Fluoride Formulation,16000,35,3,10400,80,0,80"
Paan C	or	"ner,Dettol Original Germ Protection Alcohol Based Hand Sanitizer,2500,0,6,2500,50,0,50"
Paan C	or	"ner,Colgate Visible White Toothpaste,11500,10,6,10300,100,0,100"
Paan C	or	"ner,Dettol SKincare Handwash Value Refill,10900,3,6,10500,750,0,750"
Paan C	or	"ner,Savlon Herbal Sensitive Liquid Handwash Refill Pouch,11500,4,6,11000,750,0,500"
Paan C	or	"ner,Colgate Total 12 Whole Mouth Protection Toothpaste,12000,10,6,10800,120,0,120"
Paan C	or	"ner,Lux International Creamy White Soap Bar,3500,2,6,3400,75,0,75"
Paan C	or	"ner,Colgate Herbal Toothpaste,11400,18,2,9300,200,0,200"
Paan C	or	"ner,Nivea Men Deodorant Fresh Active 48h Long lasting Freshness,22500,24,6,16900,150,0,150"
Paan C	or	"ner,Dabur Meswak Toothpaste,5800,5,6,5500,100,0,100"
Paan C	or	"ner,Colgate Max Fresh Cooling Crystals Toothpaste,10100,5,2,9500,150,0,150"
Paan C	or	"ner,Indulekha Bhringa Hair Oil,43200,15,6,36700,100,0,100"
Paan C	or	"ner,Colgate Sensitive Soft Bristles Toothbrush,5000,0,6,5000,58,0,1"
Paan C	or	"ner,Pears Pure & Gentle Glycerin Bath Soap,7500,0,6,7500,125,0,125"
Paan C	or	"ner,Vaseline Skin Protecting Jelly,7900,13,6,6800,50,0,50"
Paan C	or	"ner,Dettol Original Germ Protection Bathing Soap Bar,16600,5,4,15700,375,0,375"
Paan C	or	"ner,Dettol Intense Cool Soap (B4G1),26000,5,6,24700,625,0,625"
Paan C	or	"ner,Livon Anti-Frizz Serum,25000,10,3,22500,100,0,100"
Paan C	or	"ner,Lifebuoy Germ Protection Care Soap Bar,3000,3,3,2900,100,0,125"
Paan C	or	"ner,Lux International Creamy White Soap Bar,7000,10,6,6300,125,0,125"
Paan C	or	"ner,Godrej Nupur – 100% Pure Henna (Mehendi),1000,0,6,1000,18,0,18"
Paan C	or	"ner,Glow & Lovely Advanced Multivitamin Face Cream,21300,10,6,19000,110,0,110"
Paan C	or	"ner,Set Wet Style Vertical Hold Hair Gel,5000,10,4,4500,50,0,50"
Paan C	or	"ner,""Godrej Expert Rich Crème, Natural Black"",3000,0,6,3000,20,0,20"
